treatment,run_id,problem,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1037,median,True,16,484,165,"[Close(0010010011011111,1001101010110110,1001100111000001),TestNumGreater-Tag(0111111011111110,0011100000101010,1010010101110111),SubmitNum-Tag(1111010111001101,1001011010000110,0111101110110010),TestNumGreaterTEqu-Tag(1011111111111100,1101000011010110,0101111111111001),IfNot-Tag(0111110100111101,1011100111001110,0001110100110010),LoadNum1-Tag(0110100001100101,1001101100011110,0110011010011010),Add-Tag(0110001010111101,0101101101101000,0000010011000101),Close(1111000010001010,0111011010011101,1110110000110001),Dec-Tag(0110101101101001,1001100011011111,1110001111111110),SubmitNum-Tag(0110110101010101,0011001010100100,0001010000011010),TestNumGreaterTEqu-Tag(0101110101000110,1010001100010010,1011011011011011),IfNot-Tag(1101010111101111,1101010101100011,1101000001001111),LoadNum3-Tag(0101000101011110,1111110001011010,1111100101111110),LoadNum2-Tag(1111110111101111,0110011010110110,0010011010110010),While-Tag(1010110110000110,1000011111010010,1111000001001100),SubmitNum-Tag(0101010100001010,1101011000110010,1111100001100101)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1038,median,True,31,981,468,"[LoadNum1-Tag(0110001001101000,0001000101100001,1011101100000111),TestNumGreaterTEqu-Tag(0111101001001111,1101100001001111,1011011010000010),Set-15-Tag(0101000111111011,0111000011011100,1001110100101010),Add-Tag(1110011010110100,0111100110000011,1000001011100001),Countdown-Tag(1000101111010110,1010101101011000,1100111010110110),Sub-Tag(1110100000010011,1001111110000000,1010010110001101),SubmitNum-Tag(1010010101000101,1110001111001001,0011111011011010),TestNumLessTEqu-Tag(1100100100010101,0011001101000110,1110101001001110),Set-13-Tag(0011100010000101,0011011110101111,1010001101111000),TestNumLessTEqu-Tag(1010111100010001,1111010101010101,0011010000000000),LoadNum2-Tag(1001001110010101,1100100001000111,1110101010011110),TestNumLess-Tag(1010000100110110,1110010001001000,1101110010011011),TestNumNEqu-Tag(1100001100000011,0010011011110000,0010110111110101),Countdown-Tag(1010100100011001,1011111100101010,1100001001100101),Close(0110100101100010,1011011110000010,1111110000010001),TestNumGreaterTEqu-Tag(1011000010010000,0000000011111011,1101011001111111),TestNumGreaterTEqu-Tag(0011111010010110,1111010011011001,1110001101100010),SubmitNum-Tag(0110001000110111,1100100000000101,1111111011101101),CopyMem-Tag(0100101110001100,1111111111111011,1111100000101011),While-Tag(0000001011011111,0111011111011111,1010010101000010),LoadNum1-Tag(0111111111101001,0111101101111011,1000110100111100),TestNumLess-Tag(1111110111010110,0111000110000101,1101010010011000),CopyMem-Tag(1011101101110100,0000111100000001,1001010011011100),SubmitNum-Tag(0000110101111101,0110010101010111,1100001011101001),Inc-Tag(0101111010000101,1000110000011010,0101001100000011),While-Tag(1010100010010011,1001100111101011,1110100001101111),Set-10-Tag(0100101011001111,1010111100101010,1010010011100001),TestNumLess-Tag(0100010111101101,0001001101110011,1101100101011011),Close(0011110011000101,0000011000110001,0111001000010000),LoadNum1-Tag(0100110000010011,1000001100000010,1000010011111111),TestNumLessTEqu-Tag(0001011110001011,1000100111011011,0001010111111011)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1039,median,True,18,902,254,"[TestNumLessTEqu-Tag(1011011111101011,0001000100011101,0011010101100101),SubmitNum-Tag(1101011011111010,1010101011011101,0101101101000111),TestNumLessTEqu-Tag(1011010101111010,1011100100110111,0100011111110010),Countdown-Tag(0101000111010110,0111010101000101,0110010000101111),TestNumLessTEqu-Tag(0011000100010010,1100111010111100,1000001101010001),Set-8-Tag(1000101100101110,0001010101010101,0000000000000100),Close(1001000001110110,1000001101000110,1110100110011101),LoadNum2-Tag(1111111101110011,1010110001110010,1100000100010110),IfNot-Tag(1100001010010110,0000110010101100,1101100101111011),TestNumLessTEqu-Tag(0001111100010111,0100010000100011,0101001111010100),SubmitNum-Tag(1111111100100000,0110111001101001,1010110011111010),TestNumLessTEqu-Tag(1111100011111101,0011000111110000,1110001011010011),While-Tag(1001001100010101,1001010101010010,1101111111010011),TestNumLessTEqu-Tag(1001001000110010,1110110100111110,1100010110011100),CopyMem-Tag(1110100111110000,1100001111010010,0000001100110100),Close(1011101111111000,1000110100101111,0110111111100110),IfNot-Tag(1000101011101010,0010011101001101,0011000110010100),SubmitNum-Tag(0011001110010100,1110100110101101,1110101100100111)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1040,median,True,12,926,123,"[Set-13-Tag(0010101111001110,1111001111000010,0001101110111001),LoadNum2-Tag(0101110110110110,0000001000111110,1101100101111110),While-Tag(0001111101101100,0000011110110100,1101111101000010),LoadNum1-Tag(1000100101100111,0110001100111101,1000010011010010),CommitGlobal-Tag(0100111011001000,0110010111101010,1100001010100100),TestNumGreater-Tag(1101111111101110,0000011010011110,0000101111000111),TestNumLess-Tag(1100011001111110,1011001000110000,0110010010111001),SubmitNum-Tag(0011111111111110,1001110111111100,1001000000101100),LoadNum1-Tag(1111111100010001,0110011001111101,1000000100101111),If-Tag(0110000010010100,0100010111011110,0101001100101101),LoadNum3-Tag(1111111101011011,0111110001101110,1001000000111111),Dec-Tag(0010110000001100,1111011111011100,1000010000110110)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1041,median,True,34,880,409,"[Close(1011111111110000,0011111010001001,0001011011111010),SubmitNum-Tag(0001101001110010,0001110111110101,1100011000001101),LoadNum2-Tag(0000001001001001,1010111010110100,0100111111000111),Sub-Tag(0000001101100011,1110100100000110,1101100000011010),Set-12-Tag(0010011111100000,1001110111010010,1100001101011110),TestNumGreater-Tag(1001000101011011,1000010101000110,1000111100100110),Input-Tag(1101001011110100,0110000111110111,0111011110101010),CommitGlobal-Tag(0000110111001111,0011001001100100,0101110000001100),Mult-Tag(0010010101010100,0101011000101010,1111011001011001),Set-3-Tag(1101001011000000,1000101101000100,0010110111011011),TestNumGreater-Tag(1011101100000010,1111111011110000,1010011010100000),PullGlobal-Tag(0101110111010011,1101101011111011,1011111000110001),CopyMem-Tag(0111110000111010,0100110010111110,1111001101111110),Sub-Tag(1000011001110011,1000110110110110,0000100001011101),Add-Tag(1010010000000101,1101100011110110,0110001011010000),LoadNum1-Tag(0100011111010110,1111000110010111,1000100101111011),CommitGlobal-Tag(0110100000010011,0010110111000101,1101101011011111),TestNumGreater-Tag(0101100000100110,0101011001111110,1010011000011010),IfNot-Tag(0010110011100100,1011110001110110,0001011010111111),TestNumGreater-Tag(1000111101101111,1011101101100111,1110000000001010),Set-4-Tag(0000011000011011,0000000100000001,0010101111110110),Close(1000001001001011,1111110010110110,1000011100011111),Set-0-Tag(1010010010000101,1110010100100110,0101111001010001),Add-Tag(0011001010011110,1110000110101110,1110001001000010),TestNumGreaterTEqu-Tag(1110111100100001,0010101001100110,1111111001011000),LoadNum2-Tag(0101111001111010,1001111110101000,1000010110101100),IfNot-Tag(1111100001100111,0001001100000000,1000101000101011),Set-4-Tag(0100100000101001,1100111011101100,1011101110000111),LoadNum2-Tag(0011111100111010,0000000010110010,1001111111011100),While-Tag(0000011010001110,0000111001000110,0010011010100110),Set-3-Tag(1101111001000010,0100101110000010,1111001111100110),SubmitNum-Tag(0101001000011100,0010111101001010,0101111111111001),IfNot-Tag(1100100010100110,0000111011000101,0101111000001101),Break(1011111111111101,1011110101111000,0010000111110101)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1042,median,False,NONE,NONE,NONE,"NONE"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1043,median,True,33,447,218,"[SwapMem-Tag(0010000100110000,1000010100111101,0011100110001111),SubmitNum-Tag(0101011110110100,1101111110100000,0101001111011110),TestNumLess-Tag(0101010101011100,1000010010000001,0110100010111010),Set-12-Tag(1001101110101110,1010101110111010,0011110100011000),Countdown-Tag(1110110101101011,0101100100100100,1010001000110111),LoadNum1-Tag(1000110111010011,1011000111110100,0011010000100010),TestNumGreaterTEqu-Tag(1100100000011100,0100100111011101,0100110111000110),Close(1000110001000110,1100101101101001,0001100110000100),Close(1111111111010101,1100000100111100,0011011010101000),TestNumLess-Tag(1110111001001110,0100111100111010,0110101000101101),Break(1100011011001011,0111100101100111,1100011001111110),Set-4-Tag(0010010011010110,1001100101101110,1100010010111001),Add-Tag(1101011110011001,1100010101000000,0100101100100110),LoadNum1-Tag(1011111100111000,1100100001011111,0111011110000101),Dec-Tag(1001011110101101,0100010100001000,1100111100000111),CommitGlobal-Tag(0101001101110001,1000010010001011,0010001010110010),Countdown-Tag(0010110101110001,0101011111111111,0000101111100001),LoadNum3-Tag(1100111001000000,1110100011010111,0101010011111001),Set-8-Tag(0010101110110000,1011011011000001,0110010110010001),Dec-Tag(1100000000011110,0001110111010000,0001001000000010),LoadNum3-Tag(0000100101000010,0111011100011111,1111110001110001),Dec-Tag(0001000101001000,0100000100010110,1001000110100101),Set-14-Tag(1000011001101110,1010101110011100,1001000100010101),SubmitNum-Tag(1000010110001110,1110001101101011,0100011100101110),Set-16-Tag(1101010010011011,0101001001101000,0011010000101000),Set-10-Tag(0011110001110000,0010011101011011,0001111101111110),LoadNum3-Tag(1011011010001010,0010000110001010,1111110101111111),Set-4-Tag(0111111010000010,0101011000101101,0001111100000011),TestNumGreater-Tag(1001010101100011,0001000001010111,1100111011010011),Set-10-Tag(0001101111100100,0010001110111100,0100010001001000),SubmitNum-Tag(0110101010111110,0010111110001101,0000001111010011),LoadNum1-Tag(1010011000001010,0011100110011010,1101101000110001),LoadNum3-Tag(1011011011111110,0110110111101000,1101001101011111)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1044,median,True,15,520,450,"[Close(1000011011000001,0110011001111011,0010111111000110),TestNumGreater-Tag(1011101010100011,1101010101111011,1111000100101111),SubmitNum-Tag(1011000000110101,0111001011110110,0111100101100101),Not-Tag(0100110110101101,0111110111101000,0100011001000011),While-Tag(0100101100010110,0111110110110010,0000000000100101),LoadNum2-Tag(1011111101100101,1111111000010011,0101011110000100),Set-14-Tag(0101100101100100,0100101110001111,1001100011100001),While-Tag(0101010001100000,0100000001010111,0010010010000100),TestNumLessTEqu-Tag(0101110111101010,0100001101111011,0110100011111011),Sub-Tag(0010111100100100,1011111011101001,0110000111010101),Sub-Tag(1101001000011110,0100100011111001,0000101100001100),Mod-Tag(1100111011111110,0101010101000101,1100001100010001),LoadNum1-Tag(0011000100110111,1100011101111110,0011001010101101),Close(0101011001000111,1011000000010000,1111101010101000),SubmitNum-Tag(1111011101111101,0110010000000100,0100011110010010)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1045,median,True,28,944,278,"[SubmitNum-Tag(0000000000100011,0101110001011000,0000010010101110),While-Tag(0101000100110010,1111000111011101,0010111111001100),Mult-Tag(1001110000011111,1110101011101010,1010010000011100),TestNumLess-Tag(1111111010010110,0000111110110011,0000011000001100),Add-Tag(0101110100001011,0100010101000010,1101100001011001),LoadNum3-Tag(0101010011111101,1110010011101010,1101000010100100),TestNumLessTEqu-Tag(0001100111101100,0100011111001100,1001100001100111),While-Tag(0000001011011010,0010011011111010,0101011100010111),LoadNum1-Tag(1011111111111011,1001100100000100,1010111001111110),Not-Tag(0001111110110001,1101001100001110,0100011001011011),Div-Tag(1110110011101111,0000011001001000,1101010001010101),While-Tag(0011101101100001,0001000001010100,0011001100101011),While-Tag(0100011100000101,0101011100011111,1010001110101000),TestNumLess-Tag(0111010111100001,0011100010110111,1110101010010101),TestNumLess-Tag(1111111010000101,0010001110110001,0100000010111101),Dec-Tag(1100000000011011,1010101000001011,0100000111111000),Set-6-Tag(0000110011001101,1111011110110101,0101010000111001),Set-15-Tag(0000011110001010,1111010001110000,0101011001011000),Set-13-Tag(0100000001010001,1001110011110011,1000100011101001),CopyMem-Tag(0111101111010100,0111101011100100,1111001110111011),If-Tag(1100010100110000,1001101000101101,1111001011010010),Dec-Tag(1000000101011100,0111010011011000,1001001011001011),SubmitNum-Tag(0011000100000000,0000110000111010,0001001000010011),TestNumNEqu-Tag(0000001010110001,0001010011111100,1101101111000111),LoadNum3-Tag(0011010110110111,1110000111101110,1101000110111001),Countdown-Tag(1001010001111111,0101110000110011,1001111100000100),LoadNum2-Tag(0110001101110011,1101111110001011,1011100110111000),SubmitNum-Tag(1111110111010100,1000011011111011,0000110110111110)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1046,median,True,9,469,86,"[Not-Tag(1011000001000110,1111110010100101,0010000111111110),While-Tag(1101001000000101,1001111010100111,0111000001111101),SwapMem-Tag(0000001110111011,0111111110101101,1010011011111111),SubmitNum-Tag(1001101000111111,1111111011000001,1110101111111001),TestNumLess-Tag(1101101101101110,1111001100111010,1010011100001111),If-Tag(0010111100011010,1010000000001100,1001110110010101),TestNumLess-Tag(1101011111111100,0100001100010001,1101010001001111),Add-Tag(1101101101111011,1010011000111000,0101100101010100),LoadNum2-Tag(1110111110011011,0110110101001110,0010011110101100)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1047,median,True,16,918,267,"[TestNumLess-Tag(1110100101011110,0111000100100111,1111010011011010),SwapMem-Tag(1110010001111001,0101011000010000,1111010000000100),Add-Tag(0010000001000100,0110100001001100,1101000010011000),SubmitNum-Tag(0010111110110011,0011011010110001,1111000000011111),TestNumLessTEqu-Tag(0110101011101001,1001011100100010,0000110000110001),LoadNum1-Tag(0001001011001011,1000111011001111,1011111011101000),TestNumEqu-Tag(1100110010110101,1111111000111111,1110100010111100),While-Tag(1011000110110000,1101001000000110,1111100100110101),If-Tag(1111010011101110,0001111111100001,1011011101011011),Div-Tag(0110000011000011,0001011101110101,0001100110111001),LoadNum2-Tag(1110000000000000,1001011101011011,1000100111010001),SubmitNum-Tag(1001101111010001,1001101001010011,1001101010101110),TestNumLess-Tag(0001101000001001,1110001011001001,1101001100010001),IfNot-Tag(0111110001110011,0001001101100111,0110111001001111),SubmitNum-Tag(0100001011000000,0001100100100011,1101000101111011),Countdown-Tag(0011010111011000,0010000101100111,1110110001011001)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1048,median,True,13,466,352,"[TestNumGreaterTEqu-Tag(0100010101011011,0000111110110001,1100110100100011),TestNumGreaterTEqu-Tag(0100101111101111,0101100111010010,1100100111101101),CopyMem-Tag(0001011111111100,1110010001001011,0001100011010101),Sub-Tag(0110101001000000,0111110000110011,0100010010100001),SubmitNum-Tag(0100110100000101,1110110001100001,0001110000010011),While-Tag(0011000011100101,0101000101011111,1000110110111101),SubmitNum-Tag(1011010000001110,0100101110110100,1101000110100010),LoadNum3-Tag(1110001000001110,1010111000111010,0000010001000101),TestNumGreaterTEqu-Tag(1111101000001011,1111100100111111,1000000111001001),If-Tag(0101110010010011,0010010111100010,0001001010110101),TestNumLessTEqu-Tag(0011000001001111,1001011011011110,1111001110011001),Close(1001011010101101,1100011100110000,1011001101110101),While-Tag(1111001110001000,1001000000010000,0101100100111100)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1049,median,True,14,476,87,"[LoadNum1-Tag(1100100011011001,0000111101101011,0100011110101110),Close(0111110000011011,1011010110010100,1001011011010011),TestNumGreaterTEqu-Tag(0101110001011100,0011100000010001,0101101111111111),SubmitNum-Tag(1000000101001100,1001110011010010,1101011010000000),TestNumLessTEqu-Tag(1110110110010001,0101000001110100,0010101101101111),Input-Tag(0010001010111111,1010101000010010,1010100110101110),IfNot-Tag(1111111010101001,1110111000011011,1111100100101110),While-Tag(1000011000010110,1010010110000110,0100110011101010),Close(0000001100010100,1000011111111101,1110000101101110),LoadNum1-Tag(0110011001010100,1111000010010100,0011101000111100),Close(0011010100110000,1000110110011100,0010111011010000),Countdown-Tag(0000111111101101,1110110101011111,0111100011001010),LoadNum3-Tag(0100100101000101,0000101100110001,0111000011010000),LoadNum2-Tag(0000101110100010,0111010101000100,1100101010111011)]"
PROBLEM_median__ARGS_TAG_ONLY__BFR_005,1050,median,True,44,413,413,"[Close(0101101011000011,1011101010001010,0100010001000010),SubmitNum-Tag(1011100110010001,0001011100101010,0110010101110010),IfNot-Tag(1001011001001101,1011010100011110,1010011100010001),SubmitNum-Tag(1010100111011111,0110011111010011,0101001001111010),LoadNum1-Tag(1001100011010100,1011110011100011,0000000101000000),LoadNum2-Tag(0110100101001000,1000010010011011,0111001011001010),Add-Tag(1111010000010111,0011101000010000,1110000100110111),Output-Tag(0110011111111100,1001010110000000,0101010100011010),Set-9-Tag(1011111000110010,0111011000101101,1110010010001110),CommitGlobal-Tag(0000110010000010,0001110110101110,0010000110111010),Dec-Tag(0011000001011101,1111011000001100,1010011110111000),Set-2-Tag(1100100100011001,0100100110101110,1001010101110000),Not-Tag(1010001101100011,1000011010001110,1101010011111101),Input-Tag(1110000111000000,0110100011111100,1111111110011110),Sub-Tag(1010000100100100,0011111011000000,1001101101010110),CopyMem-Tag(1110111111110110,0001101010111001,0111101010010110),Set-12-Tag(0111011011011000,0000001110001101,1111110110101000),LoadNum2-Tag(1101011111000110,0011011010000011,0011010001011000),LoadNum3-Tag(0011001100110010,0011110000000111,1111101011111001),Sub-Tag(1101100011101110,1011011110000101,1000111001110010),Set-2-Tag(1101010100111101,0011100100000001,0000111111011101),LoadNum2-Tag(0110100011111101,1100011100101001,1100001101101001),TestNumLess-Tag(0001110010111001,0011100010110010,0000011010000100),While-Tag(0010110100011100,0011111110010000,0010000011000100),Set-15-Tag(0010101001101001,1100110111100110,1000010100111011),TestNumGreater-Tag(0010001110100111,1100001101100111,0011110101000001),While-Tag(0010010101011110,0010101110110111,1100011011011000),SwapMem-Tag(1100100110001111,0111110101100001,1110010011111110),Not-Tag(0011100011111001,0100111010001111,0011001011000101),Mod-Tag(1100000010000010,0111010101100000,0110100010011000),Add-Tag(1111001111100010,0100010010011001,1111100100001000),SubmitNum-Tag(0011101100001001,0101100100001010,0001110101101001),Mod-Tag(1001101011110011,0000111011000010,0101010101000101),Close(0010100100101100,1111101110001101,1101110111001010),Input-Tag(0000011100010100,0000001110001110,1011111101101110),LoadNum1-Tag(1111011110111001,1101110011111111,0101101000100001),SubmitNum-Tag(1011110101011100,1001100110110010,1101100100011010),Close(0110000000110110,0101111010110111,0101000101010001),Set-0-Tag(0100101011011000,1101000101010111,1011111000011011),LoadNum2-Tag(1111010011011100,0111111111101100,1001001101010011),TestNumLessTEqu-Tag(0100100110010001,0001100101101100,0000100000010110),While-Tag(0001110100001111,0000111000110000,1110011101001111),While-Tag(0011110000101111,0110000111110000,0010110001000011),Close(0011000011110010,1110010010111001,0000001101111110)]"
